"","iso","year","threshold","mnninc999i","mhweal999i","w","n","currency"
"2285","CH",2018,2e+06,470577850522.939,3435652119182.56,1496250320064,236597,"EUR"
"2286","CH",2018,5e+06,470577850522.939,3435652119182.56,1008842084034,63671,"EUR"
"2287","CH",2018,1e+07,470577850522.939,3435652119182.56,705188763320,20707,"EUR"
"2288","CH",2018,2e+07,470577850522.939,3435652119182.56,534105563235,7764,"EUR"
"2289","CH",2018,5e+07,470577850522.939,3435652119182.56,369442702347,2530,"EUR"
"2290","CH",2018,1e+08,470577850522.939,3435652119182.56,236414459069,579,"EUR"
"2291","CH",2018,2e+08,470577850522.939,3435652119182.56,191738435019,314,"EUR"
"2292","CH",2018,5e+08,470577850522.939,3435652119182.56,106169658879,38,"EUR"
"2293","CH",2018,1e+09,470577850522.939,3435652119182.56,104830456639,36,"EUR"
"2294","CH",2018,2e+09,470577850522.939,3435652119182.56,81120821858,21,"EUR"
"2295","CH",2018,5e+09,470577850522.939,3435652119182.56,26927370930,4,"EUR"
"2296","CH",2018,1e+10,470577850522.939,3435652119182.56,0,0,"EUR"
"2297","CH",2018,2e+10,470577850522.939,3435652119182.56,0,0,"EUR"
"2298","CH",2018,5e+10,470577850522.939,3435652119182.56,0,0,"EUR"
"2299","CH",2018,1e+11,470577850522.939,3435652119182.56,0,0,"EUR"
"2300","CH",2019,1e+05,484874896699.761,3682649341465.54,3562168749685,3968614,"EUR"
"2301","CH",2019,2e+05,484874896699.761,3682649341465.54,3430827801605,3079602,"EUR"
"2302","CH",2019,5e+05,484874896699.761,3682649341465.54,2966101941487,1656984,"EUR"
"2303","CH",2019,1e+06,484874896699.761,3682649341465.54,2329186777019,757848,"EUR"
"2304","CH",2019,2e+06,484874896699.761,3682649341465.54,1655016506117,265583,"EUR"
"2305","CH",2019,5e+06,484874896699.761,3682649341465.54,1094096935093,68431,"EUR"
"2306","CH",2019,1e+07,484874896699.761,3682649341465.54,786068332930,25003,"EUR"
"2307","CH",2019,2e+07,484874896699.761,3682649341465.54,565598356555,8141,"EUR"
"2308","CH",2019,5e+07,484874896699.761,3682649341465.54,396318515725,2842,"EUR"
"2309","CH",2019,1e+08,484874896699.761,3682649341465.54,237399426349,580,"EUR"
"2310","CH",2019,2e+08,484874896699.761,3682649341465.54,198919397495,360,"EUR"
"2311","CH",2019,5e+08,484874896699.761,3682649341465.54,103187893725,42,"EUR"
"2312","CH",2019,1e+09,484874896699.761,3682649341465.54,95401906085,33,"EUR"
"2313","CH",2019,2e+09,484874896699.761,3682649341465.54,81288140953,23,"EUR"
"2314","CH",2019,5e+09,484874896699.761,3682649341465.54,26887615854,4,"EUR"
"2315","CH",2019,1e+10,484874896699.761,3682649341465.54,0,0,"EUR"
"2316","CH",2019,2e+10,484874896699.761,3682649341465.54,0,0,"EUR"
"2317","CH",2019,5e+10,484874896699.761,3682649341465.54,0,0,"EUR"
"2318","CH",2019,1e+11,484874896699.761,3682649341465.54,0,0,"EUR"
"2319","CH",2020,1e+05,490953440042.346,4001505572650.85,3891416334408,4098329,"EUR"
"2320","CH",2020,2e+05,490953440042.346,4001505572650.85,3767133202078,3246653,"EUR"
"2321","CH",2020,5e+05,490953440042.346,4001505572650.85,3290135203319,1789614,"EUR"
"2322","CH",2020,1e+06,490953440042.346,4001505572650.85,2617567733773,848212,"EUR"
"2323","CH",2020,2e+06,490953440042.346,4001505572650.85,1864683991443,302982,"EUR"
"2324","CH",2020,5e+06,490953440042.346,4001505572650.85,1212143520177,75788,"EUR"
"2325","CH",2020,1e+07,490953440042.346,4001505572650.85,923920321457,33228,"EUR"
"2326","CH",2020,2e+07,490953440042.346,4001505572650.85,605142312245,8564,"EUR"
"2327","CH",2020,5e+07,490953440042.346,4001505572650.85,427730053323,3162,"EUR"
"2328","CH",2020,1e+08,490953440042.346,4001505572650.85,314365615060,1345,"EUR"
"2329","CH",2020,2e+08,490953440042.346,4001505572650.85,206219878313,411,"EUR"
"2330","CH",2020,5e+08,490953440042.346,4001505572650.85,98420603533,57,"EUR"
"2331","CH",2020,1e+09,490953440042.346,4001505572650.85,82472702980,33,"EUR"
"2332","CH",2020,2e+09,490953440042.346,4001505572650.85,62160954475,19,"EUR"
"2333","CH",2020,5e+09,490953440042.346,4001505572650.85,12694842815,2,"EUR"
"2334","CH",2020,1e+10,490953440042.346,4001505572650.85,0,0,"EUR"
"2335","CH",2020,2e+10,490953440042.346,4001505572650.85,0,0,"EUR"
"2336","CH",2020,5e+10,490953440042.346,4001505572650.85,0,0,"EUR"
"2337","CH",2020,1e+11,490953440042.346,4001505572650.85,0,0,"EUR"
"2338","CH",2021,1e+05,521049404116.094,4210763743503.4,4103659238104,4168321,"EUR"
"2339","CH",2021,2e+05,521049404116.094,4210763743503.4,3977023787081,3306279,"EUR"
"2340","CH",2021,5e+05,521049404116.094,4210763743503.4,3500383790703,1859241,"EUR"
"2341","CH",2021,1e+06,521049404116.094,4210763743503.4,2815598291880,899774,"EUR"
"2342","CH",2021,2e+06,521049404116.094,4210763743503.4,2023734930516,325002,"EUR"
"2343","CH",2021,5e+06,521049404116.094,4210763743503.4,1316588793488,79164,"EUR"
"2344","CH",2021,1e+07,521049404116.094,4210763743503.4,1014053265563,34725,"EUR"
"2345","CH",2021,2e+07,521049404116.094,4210763743503.4,671544456559,8779,"EUR"
"2346","CH",2021,5e+07,521049404116.094,4210763743503.4,489200647238,3306,"EUR"
"2347","CH",2021,1e+08,521049404116.094,4210763743503.4,365081869630,1362,"EUR"
"2348","CH",2021,2e+08,521049404116.094,4210763743503.4,257953174343,449,"EUR"
"2349","CH",2021,5e+08,521049404116.094,4210763743503.4,146395387018,82,"EUR"
"2350","CH",2021,1e+09,521049404116.094,4210763743503.4,123019398988,40,"EUR"
"2351","CH",2021,2e+09,521049404116.094,4210763743503.4,100529254568,26,"EUR"
"2352","CH",2021,5e+09,521049404116.094,4210763743503.4,41006466329,6,"EUR"
"2353","CH",2021,1e+10,521049404116.094,4210763743503.4,0,0,"EUR"
"2354","CH",2021,2e+10,521049404116.094,4210763743503.4,0,0,"EUR"
"2355","CH",2021,5e+10,521049404116.094,4210763743503.4,0,0,"EUR"
"2356","CH",2021,1e+11,521049404116.094,4210763743503.4,0,0,"EUR"
"2357","CH",2022,1e+05,598926568165.256,4731328445088.56,4815130982230,4302194,"EUR"
"2358","CH",2022,2e+05,598926568165.256,4731328445088.56,4696074614494,3492947,"EUR"
"2359","CH",2022,5e+05,598926568165.256,4731328445088.56,4217801118985,2043254,"EUR"
"2360","CH",2022,1e+06,598926568165.256,4731328445088.56,3513266731770,1050039,"EUR"
"2361","CH",2022,2e+06,598926568165.256,4731328445088.56,2607830691130,389612,"EUR"
"2362","CH",2022,5e+06,598926568165.256,4731328445088.56,1727502234710,87579,"EUR"
"2363","CH",2022,1e+07,598926568165.256,4731328445088.56,1383404374160,38379,"EUR"
"2364","CH",2022,2e+07,598926568165.256,4731328445088.56,1010789246260,11074,"EUR"
"2365","CH",2022,5e+07,598926568165.256,4731328445088.56,779181045209,3726,"EUR"
"2366","CH",2022,1e+08,598926568165.256,4731328445088.56,623191937422,1437,"EUR"
"2367","CH",2022,2e+08,598926568165.256,4731328445088.56,534210635758,663,"EUR"
"2368","CH",2022,5e+08,598926568165.256,4731328445088.56,394899236660,174,"EUR"
"2369","CH",2022,1e+09,598926568165.256,4731328445088.56,325246139020,74,"EUR"
"2370","CH",2022,2e+09,598926568165.256,4731328445088.56,296377576608,54,"EUR"
"2371","CH",2022,5e+09,598926568165.256,4731328445088.56,182707612110,19,"EUR"
"2372","CH",2022,1e+10,598926568165.256,4731328445088.56,80433132774,4,"EUR"
"2373","CH",2022,2e+10,598926568165.256,4731328445088.56,35420966381,1,"EUR"
"2374","CH",2022,5e+10,598926568165.256,4731328445088.56,0,0,"EUR"
"2375","CH",2022,1e+11,598926568165.256,4731328445088.56,0,0,"EUR"
"2376","CH",2023,1e+05,631809911644.925,4967932701298.31,5086965812601,4379457,"EUR"
"2377","CH",2023,2e+05,631809911644.925,4967932701298.31,4969757462239,3582601,"EUR"
"2378","CH",2023,5e+05,631809911644.925,4967932701298.31,4493282408963,2135713,"EUR"
"2379","CH",2023,1e+06,631809911644.925,4967932701298.31,3766768611879,1109320,"EUR"
"2380","CH",2023,2e+06,631809911644.925,4967932701298.31,2812012138241,415867,"EUR"
"2381","CH",2023,5e+06,631809911644.925,4967932701298.31,1855784134739,91133,"EUR"
"2382","CH",2023,1e+07,631809911644.925,4967932701298.31,1494224173633,40070,"EUR"
"2383","CH",2023,2e+07,631809911644.925,4967932701298.31,1109259628251,12144,"EUR"
"2384","CH",2023,5e+07,631809911644.925,4967932701298.31,852887962491,3884,"EUR"
"2385","CH",2023,1e+08,631809911644.925,4967932701298.31,688712098707,1505,"EUR"
"2386","CH",2023,2e+08,631809911644.925,4967932701298.31,589191244641,667,"EUR"
"2387","CH",2023,5e+08,631809911644.925,4967932701298.31,448437864261,182,"EUR"
"2388","CH",2023,1e+09,631809911644.925,4967932701298.31,375488901918,78,"EUR"
"2389","CH",2023,2e+09,631809911644.925,4967932701298.31,348190611415,58,"EUR"
"2390","CH",2023,5e+09,631809911644.925,4967932701298.31,226355959170,18,"EUR"
"2391","CH",2023,1e+10,631809911644.925,4967932701298.31,147758867722,7,"EUR"
"2392","CH",2023,2e+10,631809911644.925,4967932701298.31,92979076713,3,"EUR"
"2393","CH",2023,5e+10,631809911644.925,4967932701298.31,0,0,"EUR"
"2394","CH",2023,1e+11,631809911644.925,4967932701298.31,0,0,"EUR"
"2395","CL",2010,1e+05,135097646670.308,489244631847.485,382776064348,825995,"EUR"
"2396","CL",2010,2e+05,135097646670.308,489244631847.485,316209487477,342821,"EUR"
"2397","CL",2010,5e+05,135097646670.308,489244631847.485,248950818985,114796,"EUR"
"2398","CL",2010,1e+06,135097646670.308,489244631847.485,203774711285,47775,"EUR"
"2399","CL",2010,2e+06,135097646670.308,489244631847.485,167590843389,21370,"EUR"
"2400","CL",2010,5e+06,135097646670.308,489244631847.485,124231028829,6808,"EUR"
"2401","CL",2010,1e+07,135097646670.308,489244631847.485,92974341730,2313,"EUR"
"2402","CL",2010,2e+07,135097646670.308,489244631847.485,73426683364,873,"EUR"
"2403","CL",2010,5e+07,135097646670.308,489244631847.485,52674665401,152,"EUR"
"2404","CL",2010,1e+08,135097646670.308,489244631847.485,49877188481,109,"EUR"
"2405","CL",2010,2e+08,135097646670.308,489244631847.485,43112653049,64,"EUR"
"2406","CL",2010,5e+08,135097646670.308,489244631847.485,26534337865,14,"EUR"
"2407","CL",2010,1e+09,135097646670.308,489244631847.485,19838326663,4,"EUR"
"2408","CL",2010,2e+09,135097646670.308,489244631847.485,18178846866,3,"EUR"
"2409","CL",2010,5e+09,135097646670.308,489244631847.485,14407301873,2,"EUR"
"2410","CL",2010,1e+10,135097646670.308,489244631847.485,0,0,"EUR"
"2411","CL",2010,2e+10,135097646670.308,489244631847.485,0,0,"EUR"
"2412","CL",2010,5e+10,135097646670.308,489244631847.485,0,0,"EUR"
"2413","CL",2010,1e+11,135097646670.308,489244631847.485,0,0,"EUR"
"2414","CL",2011,1e+05,144414716875.204,527800998224.303,430856085046,877465,"EUR"
"2415","CL",2011,2e+05,144414716875.204,527800998224.303,360341037742,367065,"EUR"
"2416","CL",2011,5e+05,144414716875.204,527800998224.303,288672198145,123296,"EUR"
"2417","CL",2011,1e+06,144414716875.204,527800998224.303,240070058675,51186,"EUR"
"2418","CL",2011,2e+06,144414716875.204,527800998224.303,201281453158,22849,"EUR"
"2419","CL",2011,5e+06,144414716875.204,527800998224.303,154753749047,7274,"EUR"
"2420","CL",2011,1e+07,144414716875.204,527800998224.303,121611152742,2535,"EUR"
"2421","CL",2011,2e+07,144414716875.204,527800998224.303,100315902920,954,"EUR"
"2422","CL",2011,5e+07,144414716875.204,527800998224.303,77087595019,154,"EUR"
"2423","CL",2011,1e+08,144414716875.204,527800998224.303,74288976790,116,"EUR"
"2424","CL",2011,2e+08,144414716875.204,527800998224.303,69533104059,84,"EUR"
"2425","CL",2011,5e+08,144414716875.204,527800998224.303,54069699400,31,"EUR"
"2426","CL",2011,1e+09,144414716875.204,527800998224.303,30532590301,4,"EUR"
"2427","CL",2011,2e+09,144414716875.204,527800998224.303,28808396966,3,"EUR"
"2428","CL",2011,5e+09,144414716875.204,527800998224.303,28808396966,3,"EUR"
"2429","CL",2011,1e+10,144414716875.204,527800998224.303,13793546677,1,"EUR"
"2430","CL",2011,2e+10,144414716875.204,527800998224.303,0,0,"EUR"
"2431","CL",2011,5e+10,144414716875.204,527800998224.303,0,0,"EUR"
"2432","CL",2011,1e+11,144414716875.204,527800998224.303,0,0,"EUR"
"2433","CL",2012,1e+05,171482419093.838,622627597533.383,515439573287,1056630,"EUR"
"2434","CL",2012,2e+05,171482419093.838,622627597533.383,432278311074,459521,"EUR"
"2435","CL",2012,5e+05,171482419093.838,622627597533.383,341403088826,149460,"EUR"
"2436","CL",2012,1e+06,171482419093.838,622627597533.383,281610071202,62257,"EUR"
"2437","CL",2012,2e+06,171482419093.838,622627597533.383,234155637552,27694,"EUR"
"2438","CL",2012,5e+06,171482419093.838,622627597533.383,176748904139,8768,"EUR"
"2439","CL",2012,1e+07,171482419093.838,622627597533.383,139729112154,3469,"EUR"
"2440","CL",2012,2e+07,171482419093.838,622627597533.383,110832264982,1245,"EUR"
"2441","CL",2012,5e+07,171482419093.838,622627597533.383,80573443125,224,"EUR"
"2442","CL",2012,1e+08,171482419093.838,622627597533.383,74182477314,121,"EUR"
"2443","CL",2012,2e+08,171482419093.838,622627597533.383,69566665514,89,"EUR"
"2444","CL",2012,5e+08,171482419093.838,622627597533.383,52318324590,32,"EUR"
"2445","CL",2012,1e+09,171482419093.838,622627597533.383,30900023931,4,"EUR"
"2446","CL",2012,2e+09,171482419093.838,622627597533.383,29032012409,3,"EUR"
"2447","CL",2012,5e+09,171482419093.838,622627597533.383,29032012409,3,"EUR"
"2448","CL",2012,1e+10,171482419093.838,622627597533.383,13854418790,1,"EUR"
"2449","CL",2012,2e+10,171482419093.838,622627597533.383,0,0,"EUR"
"2450","CL",2012,5e+10,171482419093.838,622627597533.383,0,0,"EUR"
"2451","CL",2012,1e+11,171482419093.838,622627597533.383,0,0,"EUR"
"2452","CL",2013,1e+05,174822403817,640030614893.129,528745178974,1064822,"EUR"
"2453","CL",2013,2e+05,174822403817,640030614893.129,444626998010,460506,"EUR"
"2454","CL",2013,5e+05,174822403817,640030614893.129,353620928210,149856,"EUR"
"2455","CL",2013,1e+06,174822403817,640030614893.129,293647126015,62106,"EUR"
"2456","CL",2013,2e+06,174822403817,640030614893.129,246221080061,27523,"EUR"
"2457","CL",2013,5e+06,174822403817,640030614893.129,189275687746,8698,"EUR"
"2458","CL",2013,1e+07,174822403817,640030614893.129,152157999649,3387,"EUR"
"2459","CL",2013,2e+07,174822403817,640030614893.129,123912188797,1220,"EUR"
"2460","CL",2013,5e+07,174822403817,640030614893.129,93952110484,200,"EUR"
"2461","CL",2013,1e+08,174822403817,640030614893.129,88639269191,121,"EUR"
"2462","CL",2013,2e+08,174822403817,640030614893.129,85591143481,98,"EUR"
"2463","CL",2013,5e+08,174822403817,640030614893.129,66550212926,40,"EUR"
"2464","CL",2013,1e+09,174822403817,640030614893.129,44536704149,12,"EUR"
"2465","CL",2013,2e+09,174822403817,640030614893.129,41261392855,10,"EUR"
"2466","CL",2013,5e+09,174822403817,640030614893.129,20404812890,2,"EUR"
"2467","CL",2013,1e+10,174822403817,640030614893.129,13101245177,1,"EUR"
"2468","CL",2013,2e+10,174822403817,640030614893.129,0,0,"EUR"
"2469","CL",2013,5e+10,174822403817,640030614893.129,0,0,"EUR"
"2470","CL",2013,1e+11,174822403817,640030614893.129,0,0,"EUR"
"2471","CL",2014,1e+05,162411130240.833,607616738186.316,493196378500,1027729,"EUR"
"2472","CL",2014,2e+05,162411130240.833,607616738186.316,411276414822,438070,"EUR"
"2473","CL",2014,5e+05,162411130240.833,607616738186.316,325355956032,144680,"EUR"
"2474","CL",2014,1e+06,162411130240.833,607616738186.316,267582263572,59529,"EUR"
"2475","CL",2014,2e+06,162411130240.833,607616738186.316,221950350304,26286,"EUR"
"2476","CL",2014,5e+06,162411130240.833,607616738186.316,167749425733,8338,"EUR"
"2477","CL",2014,1e+07,162411130240.833,607616738186.316,131380304869,3144,"EUR"
"2478","CL",2014,2e+07,162411130240.833,607616738186.316,105215259322,1152,"EUR"
"2479","CL",2014,5e+07,162411130240.833,607616738186.316,77094643519,194,"EUR"
"2480","CL",2014,1e+08,162411130240.833,607616738186.316,72991112068,129,"EUR"
"2481","CL",2014,2e+08,162411130240.833,607616738186.316,68063110510,97,"EUR"
"2482","CL",2014,5e+08,162411130240.833,607616738186.316,51623894340,41,"EUR"
"2483","CL",2014,1e+09,162411130240.833,607616738186.316,31050039232,12,"EUR"
"2484","CL",2014,2e+09,162411130240.833,607616738186.316,15205110121,2,"EUR"
"2485","CL",2014,5e+09,162411130240.833,607616738186.316,11667287469,1,"EUR"
"2486","CL",2014,1e+10,162411130240.833,607616738186.316,11667287469,1,"EUR"
"2487","CL",2014,2e+10,162411130240.833,607616738186.316,0,0,"EUR"
"2488","CL",2014,5e+10,162411130240.833,607616738186.316,0,0,"EUR"
"2489","CL",2014,1e+11,162411130240.833,607616738186.316,0,0,"EUR"
"2490","CL",2015,1e+05,185463495703.43,725450329482.347,603486565855,1232426,"EUR"
"2491","CL",2015,2e+05,185463495703.43,725450329482.347,507871354416,550169,"EUR"
"2492","CL",2015,5e+05,185463495703.43,725450329482.347,395492615566,171139,"EUR"
"2493","CL",2015,1e+06,185463495703.43,725450329482.347,326805869845,72966,"EUR"
"2494","CL",2015,2e+06,185463495703.43,725450329482.347,270186269462,31968,"EUR"
"2495","CL",2015,5e+06,185463495703.43,725450329482.347,203655298810,10267,"EUR"
"2496","CL",2015,1e+07,185463495703.43,725450329482.347,161177738296,4177,"EUR"
"2497","CL",2015,2e+07,185463495703.43,725450329482.347,125407814196,1454,"EUR"
"2498","CL",2015,5e+07,185463495703.43,725450329482.347,89948077432,275,"EUR"
"2499","CL",2015,1e+08,185463495703.43,725450329482.347,81411041875,136,"EUR"
"2500","CL",2015,2e+08,185463495703.43,725450329482.347,76584940528,105,"EUR"
"2501","CL",2015,5e+08,185463495703.43,725450329482.347,58265263148,45,"EUR"
"2502","CL",2015,1e+09,185463495703.43,725450329482.347,35916663006,12,"EUR"
"2503","CL",2015,2e+09,185463495703.43,725450329482.347,30373689920,8,"EUR"
"2504","CL",2015,5e+09,185463495703.43,725450329482.347,12167501897,1,"EUR"
"2505","CL",2015,1e+10,185463495703.43,725450329482.347,12167501897,1,"EUR"
"2506","CL",2015,2e+10,185463495703.43,725450329482.347,0,0,"EUR"
"2507","CL",2015,5e+10,185463495703.43,725450329482.347,0,0,"EUR"
"2508","CL",2015,1e+11,185463495703.43,725450329482.347,0,0,"EUR"
"2509","CL",2016,1e+05,190033306740.939,755556677916.084,621689171657,1300145,"EUR"
"2510","CL",2016,2e+05,190033306740.939,755556677916.084,521100572654,584436,"EUR"
"2511","CL",2016,5e+05,190033306740.939,755556677916.084,400060503855,178942,"EUR"
"2512","CL",2016,1e+06,190033306740.939,755556677916.084,328617867659,77473,"EUR"
"2513","CL",2016,2e+06,190033306740.939,755556677916.084,268768465079,33976,"EUR"
"2514","CL",2016,5e+06,190033306740.939,755556677916.084,198111068624,10864,"EUR"
"2515","CL",2016,1e+07,190033306740.939,755556677916.084,153272199219,4433,"EUR"
"2516","CL",2016,2e+07,190033306740.939,755556677916.084,114968245763,1531,"EUR"
"2517","CL",2016,5e+07,190033306740.939,755556677916.084,78400143263,317,"EUR"
"2518","CL",2016,1e+08,190033306740.939,755556677916.084,67621870379,138,"EUR"
"2519","CL",2016,2e+08,190033306740.939,755556677916.084,61802750959,101,"EUR"
"2520","CL",2016,5e+08,190033306740.939,755556677916.084,41257722938,36,"EUR"
"2521","CL",2016,1e+09,190033306740.939,755556677916.084,25295800925,9,"EUR"
"2522","CL",2016,2e+09,190033306740.939,755556677916.084,20959377909,6,"EUR"
"2523","CL",2016,5e+09,190033306740.939,755556677916.084,9124556762,1,"EUR"
"2524","CL",2016,1e+10,190033306740.939,755556677916.084,0,0,"EUR"
"2525","CL",2016,2e+10,190033306740.939,755556677916.084,0,0,"EUR"
"2526","CL",2016,5e+10,190033306740.939,755556677916.084,0,0,"EUR"
"2527","CL",2016,1e+11,190033306740.939,755556677916.084,0,0,"EUR"
"2528","CL",2017,1e+05,202274104682.432,816578502360.457,684272702168,1390282,"EUR"
"2529","CL",2017,2e+05,202274104682.432,816578502360.457,577695137088,633624,"EUR"
"2530","CL",2017,5e+05,202274104682.432,816578502360.457,443914293044,188758,"EUR"
"2531","CL",2017,1e+06,202274104682.432,816578502360.457,368906324129,83200,"EUR"
"2532","CL",2017,2e+06,202274104682.432,816578502360.457,304818447422,36496,"EUR"
"2533","CL",2017,5e+06,202274104682.432,816578502360.457,229024760774,11635,"EUR"
"2534","CL",2017,1e+07,202274104682.432,816578502360.457,180950407781,4738,"EUR"
"2535","CL",2017,2e+07,202274104682.432,816578502360.457,139394814080,1619,"EUR"
"2536","CL",2017,5e+07,202274104682.432,816578502360.457,101268869348,357,"EUR"
"2537","CL",2017,1e+08,202274104682.432,816578502360.457,88534994177,146,"EUR"
"2538","CL",2017,2e+08,202274104682.432,816578502360.457,83761192632,113,"EUR"
"2539","CL",2017,5e+08,202274104682.432,816578502360.457,63594011096,49,"EUR"
"2540","CL",2017,1e+09,202274104682.432,816578502360.457,36647508002,12,"EUR"
"2541","CL",2017,2e+09,202274104682.432,816578502360.457,31070713306,8,"EUR"
"2542","CL",2017,5e+09,202274104682.432,816578502360.457,12127315450,1,"EUR"
"2543","CL",2017,1e+10,202274104682.432,816578502360.457,12127315450,1,"EUR"
"2544","CL",2017,2e+10,202274104682.432,816578502360.457,0,0,"EUR"
"2545","CL",2017,5e+10,202274104682.432,816578502360.457,0,0,"EUR"
"2546","CL",2017,1e+11,202274104682.432,816578502360.457,0,0,"EUR"
"2547","CL",2018,1e+05,206386924008.436,831868687738.615,691223119923,1423157,"EUR"
"2548","CL",2018,2e+05,206386924008.436,831868687738.615,581935760922,647056,"EUR"
"2549","CL",2018,5e+05,206386924008.436,831868687738.615,445441658621,192779,"EUR"
"2550","CL",2018,1e+06,206386924008.436,831868687738.615,368605444437,84499,"EUR"
"2551","CL",2018,2e+06,206386924008.436,831868687738.615,303378063538,36978,"EUR"
"2552","CL",2018,5e+06,206386924008.436,831868687738.615,226444890177,11751,"EUR"
"2553","CL",2018,1e+07,206386924008.436,831868687738.615,177905332727,4787,"EUR"
"2554","CL",2018,2e+07,206386924008.436,831868687738.615,136076027997,1642,"EUR"
"2555","CL",2018,5e+07,206386924008.436,831868687738.615,97322199297,356,"EUR"
"2556","CL",2018,1e+08,206386924008.436,831868687738.615,84552617083,147,"EUR"
"2557","CL",2018,2e+08,206386924008.436,831868687738.615,79842934171,113,"EUR"
"2558","CL",2018,5e+08,206386924008.436,831868687738.615,58760545422,46,"EUR"
"2559","CL",2018,1e+09,206386924008.436,831868687738.615,33786229563,9,"EUR"
"2560","CL",2018,2e+09,206386924008.436,831868687738.615,29298334408,6,"EUR"
"2561","CL",2018,5e+09,206386924008.436,831868687738.615,13802394533,1,"EUR"
"2562","CL",2018,1e+10,206386924008.436,831868687738.615,13802394533,1,"EUR"
"2563","CL",2018,2e+10,206386924008.436,831868687738.615,0,0,"EUR"
"2564","CL",2018,5e+10,206386924008.436,831868687738.615,0,0,"EUR"
"2565","CL",2018,1e+11,206386924008.436,831868687738.615,0,0,"EUR"
"2566","CL",2019,1e+05,205314795113.621,838815707350.587,692273377057,1444668,"EUR"
"2567","CL",2019,2e+05,205314795113.621,838815707350.587,580778986200,652521,"EUR"
"2568","CL",2019,5e+05,205314795113.621,838815707350.587,443651902143,195158,"EUR"
"2569","CL",2019,1e+06,205314795113.621,838815707350.587,365472844544,84559,"EUR"
"2570","CL",2019,2e+06,205314795113.621,838815707350.587,299837553119,36775,"EUR"
"2571","CL",2019,5e+06,205314795113.621,838815707350.587,223194175341,11651,"EUR"
"2572","CL",2019,1e+07,205314795113.621,838815707350.587,174982470755,4738,"EUR"
"2573","CL",2019,2e+07,205314795113.621,838815707350.587,134076743663,1641,"EUR"
"2574","CL",2019,5e+07,205314795113.621,838815707350.587,95101603915,342,"EUR"
"2575","CL",2019,1e+08,205314795113.621,838815707350.587,83166762210,149,"EUR"
"2576","CL",2019,2e+08,205314795113.621,838815707350.587,78270583811,114,"EUR"
"2577","CL",2019,5e+08,205314795113.621,838815707350.587,56296067798,45,"EUR"
"2578","CL",2019,1e+09,205314795113.621,838815707350.587,31532652480,9,"EUR"
"2579","CL",2019,2e+09,205314795113.621,838815707350.587,25011735678,5,"EUR"
"2580","CL",2019,5e+09,205314795113.621,838815707350.587,13756454623,1,"EUR"
"2581","CL",2019,1e+10,205314795113.621,838815707350.587,13756454623,1,"EUR"
"2582","CL",2019,2e+10,205314795113.621,838815707350.587,0,0,"EUR"
"2583","CL",2019,5e+10,205314795113.621,838815707350.587,0,0,"EUR"
"2584","CL",2019,1e+11,205314795113.621,838815707350.587,0,0,"EUR"
"2585","CL",2020,1e+05,175778218304.976,786256995545.652,622699774558,1374645,"EUR"
"2586","CL",2020,2e+05,175778218304.976,786256995545.652,515345231752,607670,"EUR"
"2587","CL",2020,5e+05,175778218304.976,786256995545.652,390822141142,186480,"EUR"
"2588","CL",2020,1e+06,175778218304.976,786256995545.652,315078047782,77443,"EUR"
"2589","CL",2020,2e+06,175778218304.976,786256995545.652,255008754513,33694,"EUR"
"2590","CL",2020,5e+06,175778218304.976,786256995545.652,184861048587,10558,"EUR"
"2591","CL",2020,1e+07,175778218304.976,786256995545.652,140438540170,4190,"EUR"
"2592","CL",2020,2e+07,175778218304.976,786256995545.652,105278717470,1499,"EUR"
"2593","CL",2020,5e+07,175778218304.976,786256995545.652,69001516972,278,"EUR"
"2594","CL",2020,1e+08,175778218304.976,786256995545.652,60812884014,145,"EUR"
"2595","CL",2020,2e+08,175778218304.976,786256995545.652,54771062596,105,"EUR"
"2596","CL",2020,5e+08,175778218304.976,786256995545.652,29902737646,27,"EUR"
"2597","CL",2020,1e+09,175778218304.976,786256995545.652,17510128021,6,"EUR"
"2598","CL",2020,2e+09,175778218304.976,786256995545.652,13745450496,3,"EUR"
"2599","CL",2020,5e+09,175778218304.976,786256995545.652,9455469131,1,"EUR"
"2600","CL",2020,1e+10,175778218304.976,786256995545.652,0,0,"EUR"
"2601","CL",2020,2e+10,175778218304.976,786256995545.652,0,0,"EUR"
"2602","CL",2020,5e+10,175778218304.976,786256995545.652,0,0,"EUR"
"2603","CL",2020,1e+11,175778218304.976,786256995545.652,0,0,"EUR"
"2604","CL",2021,1e+05,215116467612.95,887520746070.21,729675528836,1534377,"EUR"
"2605","CL",2021,2e+05,215116467612.95,887520746070.21,611799450601,696642,"EUR"
"2606","CL",2021,5e+05,215116467612.95,887520746070.21,463437354705,202824,"EUR"
"2607","CL",2021,1e+06,215116467612.95,887520746070.21,381648165620,87369,"EUR"
"2608","CL",2021,2e+06,215116467612.95,887520746070.21,313158092826,37455,"EUR"
"2609","CL",2021,5e+06,215116467612.95,887520746070.21,234815453943,11722,"EUR"
"2610","CL",2021,1e+07,215116467612.95,887520746070.21,186108966819,4738,"EUR"
"2611","CL",2021,2e+07,215116467612.95,887520746070.21,145449698892,1656,"EUR"
"2612","CL",2021,5e+07,215116467612.95,887520746070.21,105720546797,336,"EUR"
"2613","CL",2021,1e+08,215116467612.95,887520746070.21,94793307888,154,"EUR"
