"","iso","year","threshold","mnninc999i","mhweal999i","w","n","currency"
"7883","IT",2018,2e+10,1469462952882.95,9243896435582.43,0,0,"EUR"
"7884","IT",2018,5e+10,1469462952882.95,9243896435582.43,0,0,"EUR"
"7885","IT",2018,1e+11,1469462952882.95,9243896435582.43,0,0,"EUR"
"7886","IT",2019,1e+05,1485248850092.79,9290713028644.94,8722575906118,21057661,"EUR"
"7887","IT",2019,2e+05,1485248850092.79,9290713028644.94,7487351830779,12642583,"EUR"
"7888","IT",2019,5e+05,1485248850092.79,9290713028644.94,4539652669803,3494890,"EUR"
"7889","IT",2019,1e+06,1485248850092.79,9290713028644.94,2957609457023,1205137,"EUR"
"7890","IT",2019,2e+06,1485248850092.79,9290713028644.94,1890671271337,425629,"EUR"
"7891","IT",2019,5e+06,1485248850092.79,9290713028644.94,913548665021,65363,"EUR"
"7892","IT",2019,1e+07,1485248850092.79,9290713028644.94,576229865787,14720,"EUR"
"7893","IT",2019,2e+07,1485248850092.79,9290713028644.94,442685553561,5749,"EUR"
"7894","IT",2019,5e+07,1485248850092.79,9290713028644.94,294955743303,397,"EUR"
"7895","IT",2019,1e+08,1485248850092.79,9290713028644.94,294200926243,387,"EUR"
"7896","IT",2019,2e+08,1485248850092.79,9290713028644.94,286843417061,338,"EUR"
"7897","IT",2019,5e+08,1485248850092.79,9290713028644.94,234184397095,188,"EUR"
"7898","IT",2019,1e+09,1485248850092.79,9290713028644.94,127470524328,35,"EUR"
"7899","IT",2019,2e+09,1485248850092.79,9290713028644.94,105495927983,19,"EUR"
"7900","IT",2019,5e+09,1485248850092.79,9290713028644.94,74409913641,7,"EUR"
"7901","IT",2019,1e+10,1485248850092.79,9290713028644.94,48772884571,3,"EUR"
"7902","IT",2019,2e+10,1485248850092.79,9290713028644.94,20009388542,1,"EUR"
"7903","IT",2019,5e+10,1485248850092.79,9290713028644.94,0,0,"EUR"
"7904","IT",2019,1e+11,1485248850092.79,9290713028644.94,0,0,"EUR"
"7905","IT",2020,1e+05,1355283486600.56,9526830331153.29,8952059335121,21297836,"EUR"
"7906","IT",2020,2e+05,1355283486600.56,9526830331153.29,7694507213441,12810342,"EUR"
"7907","IT",2020,5e+05,1355283486600.56,9526830331153.29,4697284124681,3617072,"EUR"
"7908","IT",2020,1e+06,1355283486600.56,9526830331153.29,3081929663436,1273622,"EUR"
"7909","IT",2020,2e+06,1355283486600.56,9526830331153.29,1958046981020,445195,"EUR"
"7910","IT",2020,5e+06,1355283486600.56,9526830331153.29,936386198930,69319,"EUR"
"7911","IT",2020,1e+07,1355283486600.56,9526830331153.29,573773378606,15035,"EUR"
"7912","IT",2020,2e+07,1355283486600.56,9526830331153.29,441479039822,6125,"EUR"
"7913","IT",2020,5e+07,1355283486600.56,9526830331153.29,282968700630,394,"EUR"
"7914","IT",2020,1e+08,1355283486600.56,9526830331153.29,281727301340,384,"EUR"
"7915","IT",2020,2e+08,1355283486600.56,9526830331153.29,275636701792,340,"EUR"
"7916","IT",2020,5e+08,1355283486600.56,9526830331153.29,226725061155,200,"EUR"
"7917","IT",2020,1e+09,1355283486600.56,9526830331153.29,105235869408,31,"EUR"
"7918","IT",2020,2e+09,1355283486600.56,9526830331153.29,78357822895,13,"EUR"
"7919","IT",2020,5e+09,1355283486600.56,9526830331153.29,50254067421,4,"EUR"
"7920","IT",2020,1e+10,1355283486600.56,9526830331153.29,35545559883,2,"EUR"
"7921","IT",2020,2e+10,1355283486600.56,9526830331153.29,21449906826,1,"EUR"
"7922","IT",2020,5e+10,1355283486600.56,9526830331153.29,0,0,"EUR"
"7923","IT",2020,1e+11,1355283486600.56,9526830331153.29,0,0,"EUR"
"7924","IT",2021,1e+05,1497518972103.42,9837488982841.93,9315548733980,21621829,"EUR"
"7925","IT",2021,2e+05,1497518972103.42,9837488982841.93,8026013798436,13015249,"EUR"
"7926","IT",2021,5e+05,1497518972103.42,9837488982841.93,4980249794876,3796841,"EUR"
"7927","IT",2021,1e+06,1497518972103.42,9837488982841.93,3306332935643,1357922,"EUR"
"7928","IT",2021,2e+06,1497518972103.42,9837488982841.93,2110151965496,469929,"EUR"
"7929","IT",2021,5e+06,1497518972103.42,9837488982841.93,1034562514163,75230,"EUR"
"7930","IT",2021,1e+07,1497518972103.42,9837488982841.93,634242670524,15453,"EUR"
"7931","IT",2021,2e+07,1497518972103.42,9837488982841.93,503363091064,6616,"EUR"
"7932","IT",2021,5e+07,1497518972103.42,9837488982841.93,329790886938,390,"EUR"
"7933","IT",2021,1e+08,1497518972103.42,9837488982841.93,328857210284,381,"EUR"
"7934","IT",2021,2e+08,1497518972103.42,9837488982841.93,321919905596,337,"EUR"
"7935","IT",2021,5e+08,1497518972103.42,9837488982841.93,272031913928,195,"EUR"
"7936","IT",2021,1e+09,1497518972103.42,9837488982841.93,168422434902,46,"EUR"
"7937","IT",2021,2e+09,1497518972103.42,9837488982841.93,135701811254,23,"EUR"
"7938","IT",2021,5e+09,1497518972103.42,9837488982841.93,80321944356,6,"EUR"
"7939","IT",2021,1e+10,1497518972103.42,9837488982841.93,51490593803,2,"EUR"
"7940","IT",2021,2e+10,1497518972103.42,9837488982841.93,51490593803,2,"EUR"
"7941","IT",2021,5e+10,1497518972103.42,9837488982841.93,0,0,"EUR"
"7942","IT",2021,1e+11,1497518972103.42,9837488982841.93,0,0,"EUR"
"7943","IT",2022,1e+05,1599840641339.67,10057566469105.1,9521261642978,21838813,"EUR"
"7944","IT",2022,2e+05,1599840641339.67,10057566469105.1,8209828638422,13158897,"EUR"
"7945","IT",2022,5e+05,1599840641339.67,10057566469105.1,5135858888870,3932435,"EUR"
"7946","IT",2022,1e+06,1599840641339.67,10057566469105.1,3412307490191,1413411,"EUR"
"7947","IT",2022,2e+06,1599840641339.67,10057566469105.1,2168693626774,487361,"EUR"
"7948","IT",2022,5e+06,1599840641339.67,10057566469105.1,1057059540295,79783,"EUR"
"7949","IT",2022,1e+07,1599840641339.67,10057566469105.1,627746021960,15736,"EUR"
"7950","IT",2022,2e+07,1599840641339.67,10057566469105.1,497699934038,6939,"EUR"
"7951","IT",2022,5e+07,1599840641339.67,10057566469105.1,312869570480,384,"EUR"
"7952","IT",2022,1e+08,1599840641339.67,10057566469105.1,312423014950,377,"EUR"
"7953","IT",2022,2e+08,1599840641339.67,10057566469105.1,306410547501,339,"EUR"
"7954","IT",2022,5e+08,1599840641339.67,10057566469105.1,260455875231,208,"EUR"
"7955","IT",2022,1e+09,1599840641339.67,10057566469105.1,147761457609,49,"EUR"
"7956","IT",2022,2e+09,1599840641339.67,10057566469105.1,109776507067,23,"EUR"
"7957","IT",2022,5e+09,1599840641339.67,10057566469105.1,45202091145,4,"EUR"
"7958","IT",2022,1e+10,1599840641339.67,10057566469105.1,25924728745,1,"EUR"
"7959","IT",2022,2e+10,1599840641339.67,10057566469105.1,25924728745,1,"EUR"
"7960","IT",2022,5e+10,1599840641339.67,10057566469105.1,0,0,"EUR"
"7961","IT",2022,1e+11,1599840641339.67,10057566469105.1,0,0,"EUR"
"7962","IT",2023,1e+05,1698231093010.4,10418836900524,9884400342501,22170206,"EUR"
"7963","IT",2023,2e+05,1698231093010.4,10418836900524,8537605357849,13383669,"EUR"
"7964","IT",2023,5e+05,1698231093010.4,10418836900524,5432733147885,4178056,"EUR"
"7965","IT",2023,1e+06,1698231093010.4,10418836900524,3610929124374,1500187,"EUR"
"7966","IT",2023,2e+06,1698231093010.4,10418836900524,2297014589329,518041,"EUR"
"7967","IT",2023,5e+06,1698231093010.4,10418836900524,1119362560349,86854,"EUR"
"7968","IT",2023,1e+07,1698231093010.4,10418836900524,644971480009,16344,"EUR"
"7969","IT",2023,2e+07,1698231093010.4,10418836900524,515762227099,7509,"EUR"
"7970","IT",2023,5e+07,1698231093010.4,10418836900524,312654719797,378,"EUR"
"7971","IT",2023,1e+08,1698231093010.4,10418836900524,312271957914,372,"EUR"
"7972","IT",2023,2e+08,1698231093010.4,10418836900524,306720965646,339,"EUR"
"7973","IT",2023,5e+08,1698231093010.4,10418836900524,264627273656,218,"EUR"
"7974","IT",2023,1e+09,1698231093010.4,10418836900524,146842817705,55,"EUR"
"7975","IT",2023,2e+09,1698231093010.4,10418836900524,114689462113,31,"EUR"
"7976","IT",2023,5e+09,1698231093010.4,10418836900524,32611380601,5,"EUR"
"7977","IT",2023,1e+10,1698231093010.4,10418836900524,10168155187,1,"EUR"
"7978","IT",2023,2e+10,1698231093010.4,10418836900524,0,0,"EUR"
"7979","IT",2023,5e+10,1698231093010.4,10418836900524,0,0,"EUR"
"7980","IT",2023,1e+11,1698231093010.4,10418836900524,0,0,"EUR"
"7981","JP",2010,1e+05,3496699029352.5,20382562765860.7,18445834838505,43126825,"EUR"
"7982","JP",2010,2e+05,3496699029352.5,20382562765860.7,15768513913930,24395990,"EUR"
"7983","JP",2010,5e+05,3496699029352.5,20382562765860.7,10667697313575,7830718,"EUR"
"7984","JP",2010,1e+06,3496699029352.5,20382562765860.7,7244583821505,2831035,"EUR"
"7985","JP",2010,2e+06,3496699029352.5,20382562765860.7,4787676829017,993181,"EUR"
"7986","JP",2010,5e+06,3496699029352.5,20382562765860.7,2469709575912,190214,"EUR"
"7987","JP",2010,1e+07,3496699029352.5,20382562765860.7,1585036471509,57943,"EUR"
"7988","JP",2010,2e+07,3496699029352.5,20382562765860.7,1065117526655,19250,"EUR"
"7989","JP",2010,5e+07,3496699029352.5,20382562765860.7,639455845065,4811,"EUR"
"7990","JP",2010,1e+08,3496699029352.5,20382562765860.7,412761212649,1477,"EUR"
"7991","JP",2010,2e+08,3496699029352.5,20382562765860.7,322057543050,760,"EUR"
"7992","JP",2010,5e+08,3496699029352.5,20382562765860.7,89114424948,76,"EUR"
"7993","JP",2010,1e+09,3496699029352.5,20382562765860.7,45183109015,17,"EUR"
"7994","JP",2010,2e+09,3496699029352.5,20382562765860.7,33189595938,8,"EUR"
"7995","JP",2010,5e+09,3496699029352.5,20382562765860.7,11390065879,2,"EUR"
"7996","JP",2010,1e+10,3496699029352.5,20382562765860.7,0,0,"EUR"
"7997","JP",2010,2e+10,3496699029352.5,20382562765860.7,0,0,"EUR"
"7998","JP",2010,5e+10,3496699029352.5,20382562765860.7,0,0,"EUR"
"7999","JP",2010,1e+11,3496699029352.5,20382562765860.7,0,0,"EUR"
"8000","JP",2011,1e+05,3677311404412.87,21249084981682.1,19354460347537,44347109,"EUR"
"8001","JP",2011,2e+05,3677311404412.87,21249084981682.1,16646962221636,25426365,"EUR"
"8002","JP",2011,5e+05,3677311404412.87,21249084981682.1,11360956775796,8312140,"EUR"
"8003","JP",2011,1e+06,3677311404412.87,21249084981682.1,7745696411645,3027177,"EUR"
"8004","JP",2011,2e+06,3677311404412.87,21249084981682.1,5118949503094,1059383,"EUR"
"8005","JP",2011,5e+06,3677311404412.87,21249084981682.1,2637997773344,204048,"EUR"
"8006","JP",2011,1e+07,3677311404412.87,21249084981682.1,1687749007230,62064,"EUR"
"8007","JP",2011,2e+07,3677311404412.87,21249084981682.1,1127115469366,20362,"EUR"
"8008","JP",2011,5e+07,3677311404412.87,21249084981682.1,677054626811,5115,"EUR"
"8009","JP",2011,1e+08,3677311404412.87,21249084981682.1,438758060080,1603,"EUR"
"8010","JP",2011,2e+08,3677311404412.87,21249084981682.1,335175098242,774,"EUR"
"8011","JP",2011,5e+08,3677311404412.87,21249084981682.1,91500657350,76,"EUR"
"8012","JP",2011,1e+09,3677311404412.87,21249084981682.1,47199792535,17,"EUR"
"8013","JP",2011,2e+09,3677311404412.87,21249084981682.1,34699390859,9,"EUR"
"8014","JP",2011,5e+09,3677311404412.87,21249084981682.1,11279098064,2,"EUR"
"8015","JP",2011,1e+10,3677311404412.87,21249084981682.1,0,0,"EUR"
"8016","JP",2011,2e+10,3677311404412.87,21249084981682.1,0,0,"EUR"
"8017","JP",2011,5e+10,3677311404412.87,21249084981682.1,0,0,"EUR"
"8018","JP",2011,1e+11,3677311404412.87,21249084981682.1,0,0,"EUR"
"8019","JP",2012,1e+05,4020669625779.64,23095202125400,21277735737329,46688406,"EUR"
"8020","JP",2012,2e+05,4020669625779.64,23095202125400,18530334106671,27521981,"EUR"
"8021","JP",2012,5e+05,4020669625779.64,23095202125400,12873701740100,9319604,"EUR"
"8022","JP",2012,1e+06,4020669625779.64,23095202125400,8839690711745,3431439,"EUR"
"8023","JP",2012,2e+06,4020669625779.64,23095202125400,5847087870627,1195931,"EUR"
"8024","JP",2012,5e+06,4020669625779.64,23095202125400,3036745432267,237250,"EUR"
"8025","JP",2012,1e+07,4020669625779.64,23095202125400,1928833166759,71542,"EUR"
"8026","JP",2012,2e+07,4020669625779.64,23095202125400,1277864151799,23131,"EUR"
"8027","JP",2012,5e+07,4020669625779.64,23095202125400,767337380807,5814,"EUR"
"8028","JP",2012,1e+08,4020669625779.64,23095202125400,497892332915,1847,"EUR"
"8029","JP",2012,2e+08,4020669625779.64,23095202125400,366416288138,798,"EUR"
"8030","JP",2012,5e+08,4020669625779.64,23095202125400,146593495188,170,"EUR"
"8031","JP",2012,1e+09,4020669625779.64,23095202125400,52849159319,19,"EUR"
"8032","JP",2012,2e+09,4020669625779.64,23095202125400,40707084424,11,"EUR"
"8033","JP",2012,5e+09,4020669625779.64,23095202125400,13387415910,2,"EUR"
"8034","JP",2012,1e+10,4020669625779.64,23095202125400,0,0,"EUR"
"8035","JP",2012,2e+10,4020669625779.64,23095202125400,0,0,"EUR"
"8036","JP",2012,5e+10,4020669625779.64,23095202125400,0,0,"EUR"
"8037","JP",2012,1e+11,4020669625779.64,23095202125400,0,0,"EUR"
"8038","JP",2013,1e+05,3252681478653.68,18734356144121.4,16742036759957,40718618,"EUR"
"8039","JP",2013,2e+05,3252681478653.68,18734356144121.4,14127271248139,22372497,"EUR"
"8040","JP",2013,5e+05,3252681478653.68,18734356144121.4,9411945419879,6965393,"EUR"
"8041","JP",2013,1e+06,3252681478653.68,18734356144121.4,6325797326927,2463045,"EUR"
"8042","JP",2013,2e+06,3252681478653.68,18734356144121.4,4157886976131,858025,"EUR"
"8043","JP",2013,5e+06,3252681478653.68,18734356144121.4,2142587733937,160899,"EUR"
"8044","JP",2013,1e+07,3252681478653.68,18734356144121.4,1400975588479,50901,"EUR"
"8045","JP",2013,2e+07,3252681478653.68,18734356144121.4,943311402815,16852,"EUR"
"8046","JP",2013,5e+07,3252681478653.68,18734356144121.4,569249833137,4239,"EUR"
"8047","JP",2013,1e+08,3252681478653.68,18734356144121.4,369347945146,1294,"EUR"
"8048","JP",2013,2e+08,3252681478653.68,18734356144121.4,295812419373,727,"EUR"
"8049","JP",2013,5e+08,3252681478653.68,18734356144121.4,81360523007,62,"EUR"
"8050","JP",2013,1e+09,3252681478653.68,18734356144121.4,45553180069,15,"EUR"
"8051","JP",2013,2e+09,3252681478653.68,18734356144121.4,35915482468,8,"EUR"
"8052","JP",2013,5e+09,3252681478653.68,18734356144121.4,16489498240,2,"EUR"
"8053","JP",2013,1e+10,3252681478653.68,18734356144121.4,10014170164,1,"EUR"
"8054","JP",2013,2e+10,3252681478653.68,18734356144121.4,0,0,"EUR"
"8055","JP",2013,5e+10,3252681478653.68,18734356144121.4,0,0,"EUR"
"8056","JP",2013,1e+11,3252681478653.68,18734356144121.4,0,0,"EUR"
"8057","JP",2014,1e+05,3072812408483.74,17746068167227.5,15734859298933,39171192,"EUR"
"8058","JP",2014,2e+05,3072812408483.74,17746068167227.5,13160679209511,21100699,"EUR"
"8059","JP",2014,5e+05,3072812408483.74,17746068167227.5,8696372591516,6463109,"EUR"
"8060","JP",2014,1e+06,3072812408483.74,17746068167227.5,5816167426831,2257094,"EUR"
"8061","JP",2014,2e+06,3072812408483.74,17746068167227.5,3802062335261,775406,"EUR"
"8062","JP",2014,5e+06,3072812408483.74,17746068167227.5,1970654319271,143817,"EUR"
"8063","JP",2014,1e+07,3072812408483.74,17746068167227.5,1307628783597,46448,"EUR"
"8064","JP",2014,2e+07,3072812408483.74,17746068167227.5,884240751955,15150,"EUR"
"8065","JP",2014,5e+07,3072812408483.74,17746068167227.5,545950105954,3893,"EUR"
"8066","JP",2014,1e+08,3072812408483.74,17746068167227.5,365341442957,1216,"EUR"
"8067","JP",2014,2e+08,3072812408483.74,17746068167227.5,298041755494,705,"EUR"
"8068","JP",2014,5e+08,3072812408483.74,17746068167227.5,95576901541,54,"EUR"
"8069","JP",2014,1e+09,3072812408483.74,17746068167227.5,69815542757,20,"EUR"
"8070","JP",2014,2e+09,3072812408483.74,17746068167227.5,56078252673,10,"EUR"
"8071","JP",2014,5e+09,3072812408483.74,17746068167227.5,34324407005,3,"EUR"
"8072","JP",2014,1e+10,3072812408483.74,17746068167227.5,27324034524,2,"EUR"
"8073","JP",2014,2e+10,3072812408483.74,17746068167227.5,0,0,"EUR"
"8074","JP",2014,5e+10,3072812408483.74,17746068167227.5,0,0,"EUR"
"8075","JP",2014,1e+11,3072812408483.74,17746068167227.5,0,0,"EUR"
"8076","JP",2015,1e+05,3350376439798.5,18881372054076.8,16926709453798,40915580,"EUR"
"8077","JP",2015,2e+05,3350376439798.5,18881372054076.8,14308495537158,22549048,"EUR"
"8078","JP",2015,5e+05,3350376439798.5,18881372054076.8,9562056276793,7047881,"EUR"
"8079","JP",2015,1e+06,3350376439798.5,18881372054076.8,6439682859482,2493367,"EUR"
"8080","JP",2015,2e+06,3350376439798.5,18881372054076.8,4250321003468,871461,"EUR"
"8081","JP",2015,5e+06,3350376439798.5,18881372054076.8,2207060980240,164129,"EUR"
"8082","JP",2015,1e+07,3350376439798.5,18881372054076.8,1449983996700,51625,"EUR"
"8083","JP",2015,2e+07,3350376439798.5,18881372054076.8,986643810502,17142,"EUR"
"8084","JP",2015,5e+07,3350376439798.5,18881372054076.8,606832654558,4316,"EUR"
"8085","JP",2015,1e+08,3350376439798.5,18881372054076.8,403286224658,1321,"EUR"
"8086","JP",2015,2e+08,3350376439798.5,18881372054076.8,327806465278,740,"EUR"
"8087","JP",2015,5e+08,3350376439798.5,18881372054076.8,102836148029,45,"EUR"
"8088","JP",2015,1e+09,3350376439798.5,18881372054076.8,84271216840,20,"EUR"
"8089","JP",2015,2e+09,3350376439798.5,18881372054076.8,73095141024,12,"EUR"
"8090","JP",2015,5e+09,3350376439798.5,18881372054076.8,50652859748,5,"EUR"
"8091","JP",2015,1e+10,3350376439798.5,18881372054076.8,30914467782,2,"EUR"
"8092","JP",2015,2e+10,3350376439798.5,18881372054076.8,0,0,"EUR"
"8093","JP",2015,5e+10,3350376439798.5,18881372054076.8,0,0,"EUR"
"8094","JP",2015,1e+11,3350376439798.5,18881372054076.8,0,0,"EUR"
"8095","JP",2016,1e+05,3775591947581.39,21240380211900.9,19361292460156,44238251,"EUR"
"8096","JP",2016,2e+05,3775591947581.39,21240380211900.9,16661726299046,25372185,"EUR"
"8097","JP",2016,5e+05,3775591947581.39,21240380211900.9,11391003632207,8309265,"EUR"
"8098","JP",2016,1e+06,3775591947581.39,21240380211900.9,7779085027521,3029933,"EUR"
"8099","JP",2016,2e+06,3775591947581.39,21240380211900.9,5151115813126,1061231,"EUR"
"8100","JP",2016,5e+06,3775591947581.39,21240380211900.9,2666110249067,204733,"EUR"
"8101","JP",2016,1e+07,3775591947581.39,21240380211900.9,1713147949535,62383,"EUR"
"8102","JP",2016,2e+07,3775591947581.39,21240380211900.9,1149471073865,20479,"EUR"
"8103","JP",2016,5e+07,3775591947581.39,21240380211900.9,697234646870,5166,"EUR"
"8104","JP",2016,1e+08,3775591947581.39,21240380211900.9,457471685555,1633,"EUR"
"8105","JP",2016,2e+08,3775591947581.39,21240380211900.9,351375176930,784,"EUR"
"8106","JP",2016,5e+08,3775591947581.39,21240380211900.9,98859677828,61,"EUR"
"8107","JP",2016,1e+09,3775591947581.39,21240380211900.9,68569688934,18,"EUR"
"8108","JP",2016,2e+09,3775591947581.39,21240380211900.9,57818973541,11,"EUR"
"8109","JP",2016,5e+09,3775591947581.39,21240380211900.9,35323779148,4,"EUR"
"8110","JP",2016,1e+10,3775591947581.39,21240380211900.9,23759984440,2,"EUR"
"8111","JP",2016,2e+10,3775591947581.39,21240380211900.9,0,0,"EUR"
"8112","JP",2016,5e+10,3775591947581.39,21240380211900.9,0,0,"EUR"
"8113","JP",2016,1e+11,3775591947581.39,21240380211900.9,0,0,"EUR"
"8114","JP",2017,1e+05,3660725298350.61,20544812818448.9,18662383066613,43310714,"EUR"
"8115","JP",2017,2e+05,3660725298350.61,20544812818448.9,15982588258295,24568050,"EUR"
"8116","JP",2017,5e+05,3660725298350.61,20544812818448.9,10853915938535,7927309,"EUR"
"8117","JP",2017,1e+06,3660725298350.61,20544812818448.9,7395342456951,2873943,"EUR"
"8118","JP",2017,2e+06,3660725298350.61,20544812818448.9,4902198601031,1007574,"EUR"
"8119","JP",2017,5e+06,3660725298350.61,20544812818448.9,2549829475726,193447,"EUR"
"8120","JP",2017,1e+07,3660725298350.61,20544812818448.9,1650549035286,58953,"EUR"
"8121","JP",2017,2e+07,3660725298350.61,20544812818448.9,1121053582409,19535,"EUR"
"8122","JP",2017,5e+07,3660725298350.61,20544812818448.9,689685001431,4902,"EUR"
"8123","JP",2017,1e+08,3660725298350.61,20544812818448.9,459757273456,1519,"EUR"
"8124","JP",2017,2e+08,3660725298350.61,20544812818448.9,365284026971,773,"EUR"
"8125","JP",2017,5e+08,3660725298350.61,20544812818448.9,122021684429,62,"EUR"
"8126","JP",2017,1e+09,3660725298350.61,20544812818448.9,93654742670,25,"EUR"
"8127","JP",2017,2e+09,3660725298350.61,20544812818448.9,81261865568,15,"EUR"
"8128","JP",2017,5e+09,3660725298350.61,20544812818448.9,48863344002,4,"EUR"
"8129","JP",2017,1e+10,3660725298350.61,20544812818448.9,43729152060,3,"EUR"
"8130","JP",2017,2e+10,3660725298350.61,20544812818448.9,0,0,"EUR"
"8131","JP",2017,5e+10,3660725298350.61,20544812818448.9,0,0,"EUR"
"8132","JP",2017,1e+11,3660725298350.61,20544812818448.9,0,0,"EUR"
"8133","JP",2018,1e+05,3590505046835.83,20149603500049.7,18267455877660,42750654,"EUR"
"8134","JP",2018,2e+05,3590505046835.83,20149603500049.7,15604740752792,24116362,"EUR"
"8135","JP",2018,5e+05,3590505046835.83,20149603500049.7,10560087366340,7716612,"EUR"
"8136","JP",2018,1e+06,3590505046835.83,20149603500049.7,7180134280462,2780384,"EUR"
"8137","JP",2018,2e+06,3590505046835.83,20149603500049.7,4766085296500,976316,"EUR"
"8138","JP",2018,5e+06,3590505046835.83,20149603500049.7,2488119716506,186728,"EUR"
"8139","JP",2018,1e+07,3590505046835.83,20149603500049.7,1620241583152,56996,"EUR"
"8140","JP",2018,2e+07,3590505046835.83,20149603500049.7,1109427356390,18979,"EUR"
"8141","JP",2018,5e+07,3590505046835.83,20149603500049.7,689706780948,4748,"EUR"
"8142","JP",2018,1e+08,3590505046835.83,20149603500049.7,465292895273,1451,"EUR"
"8143","JP",2018,2e+08,3590505046835.83,20149603500049.7,378274109514,768,"EUR"
"8144","JP",2018,5e+08,3590505046835.83,20149603500049.7,142080290368,68,"EUR"
"8145","JP",2018,1e+09,3590505046835.83,20149603500049.7,112451410676,30,"EUR"
"8146","JP",2018,2e+09,3590505046835.83,20149603500049.7,92467575646,15,"EUR"
"8147","JP",2018,5e+09,3590505046835.83,20149603500049.7,55886996270,4,"EUR"
"8148","JP",2018,1e+10,3590505046835.83,20149603500049.7,50552328444,3,"EUR"
"8149","JP",2018,2e+10,3590505046835.83,20149603500049.7,0,0,"EUR"
"8150","JP",2018,5e+10,3590505046835.83,20149603500049.7,0,0,"EUR"
"8151","JP",2018,1e+11,3590505046835.83,20149603500049.7,0,0,"EUR"
"8152","JP",2019,1e+05,3813127277134.15,21675667631970.5,19849025648955,44831947,"EUR"
"8153","JP",2019,2e+05,3813127277134.15,21675667631970.5,17136860520129,25892208,"EUR"
"8154","JP",2019,5e+05,3813127277134.15,21675667631970.5,11770490769419,8542825,"EUR"
"8155","JP",2019,1e+06,3813127277134.15,21675667631970.5,8058485893755,3119547,"EUR"
"8156","JP",2019,2e+06,3813127277134.15,21675667631970.5,5354248977545,1094206,"EUR"
"8157","JP",2019,5e+06,3813127277134.15,21675667631970.5,2787548815281,211426,"EUR"
"8158","JP",2019,1e+07,3813127277134.15,21675667631970.5,1802833914574,64412,"EUR"
"8159","JP",2019,2e+07,3813127277134.15,21675667631970.5,1219007037159,21028,"EUR"
"8160","JP",2019,5e+07,3813127277134.15,21675667631970.5,754947705039,5319,"EUR"
"8161","JP",2019,1e+08,3813127277134.15,21675667631970.5,508368433021,1685,"EUR"
"8162","JP",2019,2e+08,3813127277134.15,21675667631970.5,397066557896,796,"EUR"
"8163","JP",2019,5e+08,3813127277134.15,21675667631970.5,150186050664,90,"EUR"
"8164","JP",2019,1e+09,3813127277134.15,21675667631970.5,108711722571,27,"EUR"
"8165","JP",2019,2e+09,3813127277134.15,21675667631970.5,86647798598,12,"EUR"
"8166","JP",2019,5e+09,3813127277134.15,21675667631970.5,53685904080,3,"EUR"
"8167","JP",2019,1e+10,3813127277134.15,21675667631970.5,53685904080,3,"EUR"
"8168","JP",2019,2e+10,3813127277134.15,21675667631970.5,0,0,"EUR"
"8169","JP",2019,5e+10,3813127277134.15,21675667631970.5,0,0,"EUR"
"8170","JP",2019,1e+11,3813127277134.15,21675667631970.5,0,0,"EUR"
"8171","JP",2020,1e+05,3646542692850.88,22068919507932.3,20242046784572,45304534,"EUR"
"8172","JP",2020,2e+05,3646542692850.88,22068919507932.3,17524914083045,26342661,"EUR"
"8173","JP",2020,5e+05,3646542692850.88,22068919507932.3,12076961694298,8754659,"EUR"
"8174","JP",2020,1e+06,3646542692850.88,22068919507932.3,8279758119392,3208648,"EUR"
"8175","JP",2020,2e+06,3646542692850.88,22068919507932.3,5496498966247,1124303,"EUR"
"8176","JP",2020,5e+06,3646542692850.88,22068919507932.3,2860670461934,219201,"EUR"
"8177","JP",2020,1e+07,3646542692850.88,22068919507932.3,1838327038105,66389,"EUR"
"8178","JP",2020,2e+07,3646542692850.88,22068919507932.3,1236859191092,21682,"EUR"
"8179","JP",2020,5e+07,3646542692850.88,22068919507932.3,758373721892,5467,"EUR"
"8180","JP",2020,1e+08,3646542692850.88,22068919507932.3,505664819053,1745,"EUR"
"8181","JP",2020,2e+08,3646542692850.88,22068919507932.3,387514978465,801,"EUR"
"8182","JP",2020,5e+08,3646542692850.88,22068919507932.3,144584269772,106,"EUR"
"8183","JP",2020,1e+09,3646542692850.88,22068919507932.3,92453475952,22,"EUR"
"8184","JP",2020,2e+09,3646542692850.88,22068919507932.3,83085557461,15,"EUR"
"8185","JP",2020,5e+09,3646542692850.88,22068919507932.3,47014693737,3,"EUR"
"8186","JP",2020,1e+10,3646542692850.88,22068919507932.3,47014693737,3,"EUR"
"8187","JP",2020,2e+10,3646542692850.88,22068919507932.3,0,0,"EUR"
"8188","JP",2020,5e+10,3646542692850.88,22068919507932.3,0,0,"EUR"
"8189","JP",2020,1e+11,3646542692850.88,22068919507932.3,0,0,"EUR"
"8190","JP",2021,1e+05,3541813824888.73,21357364058021.3,19809678488235,44380645,"EUR"
"8191","JP",2021,2e+05,3541813824888.73,21357364058021.3,17110099593919,25520449,"EUR"
"8192","JP",2021,5e+05,3541813824888.73,21357364058021.3,11811537045567,8377867,"EUR"
"8193","JP",2021,1e+06,3541813824888.73,21357364058021.3,8170560805335,3057137,"EUR"
"8194","JP",2021,2e+06,3541813824888.73,21357364058021.3,5519739832663,1071297,"EUR"
"8195","JP",2021,5e+06,3541813824888.73,21357364058021.3,3009122064777,206678,"EUR"
"8196","JP",2021,1e+07,3541813824888.73,21357364058021.3,2047134822663,63047,"EUR"
